TYPE;CODE_INSEE;CODE_ORIG;NUM;NOM_ETABLISSEMENT;NUMÉRO_ET_LIBELLÉ_VOIE;LIEU_DIT;CODE_POSTAL;LIGNE_D_ACHEMINEMENT;PAYS_OU_DÉNOMINATION_TOM_COM;COORDONNÉES_X;COORDONNÉES_Y;NU_TEL;ADRESSE_MAIL
CASS;21231;1;1913;Cour d'Assises de la Côte-d'Or;8 RUE AMIRAL ROUSSIN;;21000;DIJON;;5.041711;47.320421;0380446100;
CCD;21231;9;67398;Cour Criminelle Départementale de la Côte-d'Or;8 RUE AMIRAL ROUSSIN;;21000;DIJON;;5.041711;47.320421;03 80 44 61 00;
CDAD;21231;9;58983;Conseil départemental d'accès au droit de la Côte d'Or;13 BOULEVARD CLEMENCEAU;;21000;DIJON;;5.048393;47.327804;0380704587;cdad-21@justice.fr
CPH;21231;1;993;Conseil de Prud'hommes de Dijon;13 BOULEVARD CLEMENCEAU;;21000;DIJON;;5.048393;47.327804;0380704500;cph-dijon@justice.fr
TA;21231;9;3920;Tribunal Administratif de Dijon;22 RUE D'ASSAS;;21000;DIJON;;5.043314;47.324463;0380739100;greffe.ta-dijon@juradm.fr
TBRTJ;21231;9;63435;Tribunal Paritaire des Baux Ruraux de Dijon;13 BOULEVARD CLEMENCEAU;;21000;DIJON;;5.048393;47.327804;0380704525;
TCO;21231;1;284;Tribunal de Commerce de Dijon;13 BOULEVARD CLEMENCEAU;;21000;DIJON;;5.048393;47.327804;0970723050;gtcdijon@greffe-dijon.fr
TBRTJ;21054;9;63433;Tribunal Paritaire des Baux Ruraux de Beaune;2 RUE DU TRIBUNAL;;21200;BEAUNE;;4.839338;47.023245;0380250380;
TPRX;21054;9;62969;Tribunal de proximité de Beaune;2 RUE DU TRIBUNAL;;21200;BEAUNE;;4.839338;47.023245;0380250380;accueil-beaune@justice.fr
TBRTJ;21425;9;63447;Tribunal Paritaire des Baux Ruraux de Montbard;6 AVENUE FOCH;;21500;MONTBARD;;4.336724;47.620894;0380925130;
TPRX;21425;9;63030;Tribunal de proximité de Montbard;6 AVENUE FOCH;;21500;MONTBARD;;4.336724;47.620894;0380925130;accueil-montbard@justice.fr
TE;22278;1;2348;Tribunal pour Enfants de Saint-Brieuc;PARC DES PROMENADES;;22000;ST BRIEUC;;-2.757181;48.513752;0296623007;
TGI;22278;1;76;Tribunal judiciaire de Saint-Brieuc;PARC DES PROMENADES;;22000;ST BRIEUC;;-2.757181;48.513752;0296623000;tj1-st-brieuc@justice.fr
CASS;22278;9;2223;Cour d'Assises des Côtes-d'Armor;PARC DES PROMENADES;;22000;ST BRIEUC;;-2.758313;48.513306;0296623000;
CCD;22278;9;67399;Cour Criminelle Départementale des Côtes-d'Armor;PARC DES PROMENADES;;22000;ST BRIEUC;;-2.758313;48.513306;02 96 62 30 00;
CDAD;22278;9;59030;Conseil départemental d'accès au droit des Côtes d'Armor;ALLEE DES PROMENADES;;22000;ST BRIEUC;;-2.733951;48.522801;0296623000;
CPH;22278;1;996;Conseil de Prud'hommes de Saint-Brieuc;17 RUE PARMENTIER;;22000;ST BRIEUC;;-2.751889;48.508721;0296333443;cph-st-brieuc@justice.fr
TAE;22278;9;79917;Tribunal des activités économiques de Saint-Brieuc;17 RUE PARMENTIER;;22000;ST BRIEUC;;-2.751889;48.508721;0296336892;gtc.st-brieuc@greffe-tc.net
TBRTJ;22278;9;63539;Tribunal Paritaire des Baux Ruraux de Saint-Brieuc;6 BIS ALLEE MARIE LE VAILLANT;;22000;ST BRIEUC;;-2.758251;48.51274;0296626420;ti-st-brieuc@justice.fr
CPH;22050;1;994;Conseil de Prud'hommes de Dinan;20 PLACE DUGUESCLIN;;22100;DINAN;;-2.044494;48.451195;0296390091;cph-dinan@justice.fr
TBRTJ;22050;9;63535;Tribunal Paritaire des Baux Ruraux de Dinan;20 PLACE DUGUESCLIN;;22100;DINAN;;-2.043741;48.4518;0296871696;
TPRX;22050;9;62992;Tribunal de proximité de Dinan;20 PLACE DUGUESCLIN;;22100;DINAN;;-2.043741;48.4518;0296871696;tprx-dinan@justice.fr
CPH;22070;1;995;Conseil de Prud'hommes de Guingamp;38 PLACE DU CENTRE;;22200;GUINGAMP;;-3.152159;48.562789;0296401140;cph-guingamp@justice.fr
TBRTJ;22070;9;63537;Tribunal Paritaire des Baux Ruraux de Guingamp;38 PLACE DU CENTRE;;22200;GUINGAMP;;-3.152159;48.562789;0296401140;
TPRX;22070;9;63008;Tribunal de proximité de Guingamp;38 PLACE DU CENTRE;;22200;GUINGAMP;;-3.152159;48.562788;0296401140;tprx2-guingamp@justice.fr
TE;23096;1;2358;Tribunal pour Enfants de Guéret;23 PLACE BONNYAUD;;23000;GUERET;;1.872084;46.168809;0555519359;
TGI;23096;1;77;Tribunal judiciaire de Guéret;23 PLACE BONNYAUD;;23000;GUERET;;1.872084;46.168809;0587562087;tj-gueret@justice.fr
CASS;23096;9;7663;Cour d'Assises de la Creuse;23 PLACE BONNYAUD;;23000;GUERET;;1.872084;46.168809;0555519359;
CCD;23096;9;67400;Cour Criminelle Départementale de la Creuse;23 PLACE BONNYAUD;;23000;GUERET;;1.872084;46.168809;05 55 51 93 59;
CDAD;23096;9;58991;Conseil départemental d'accès au droit de laCreuse;23 PLACE BONNYAUD;;23000;GUERET;;1.872084;46.168809;0555519359;cdad-creuse@justice.fr
CPH;23096;1;997;Conseil de Prud'hommes de Guéret;4 RUE DE L'ANCIENNE MAIRIE;;23000;GUERET;;1.869163;46.169997;0587562123;cph-gueret@justice.fr
TBRTJ;23096;9;63843;Tribunal Paritaire des Baux Ruraux de Guéret;2 RUE DES TANNERIES;;23000;GUERET;;1.872564;46.168774;0555519600;
TCO;23096;9;37484;Tribunal de commerce de Guéret;23 PLACE BONNYAUD;;23000;GUERET;;1.872084;46.168809;0555411011;
TE;24322;1;2374;Tribunal pour Enfants de Périgueux;19 BIS BOULEVARD MONTAIGNE;;24000;PERIGUEUX;;0.720284;45.18581;0553027700;
TGI;24322;1;79;Tribunal judiciaire de Périgueux;19 BIS BOULEVARD MONTAIGNE;;24000;PERIGUEUX;;0.720284;45.18581;0553027700;accueil.tj-perigueux@justice.fr
CASS;24322;9;2221;Cour d'Assises de la Dordogne;19 BIS COURS MONTAIGNE;;24000;PERIGUEUX;;0.723136;45.186244;0553027700;
CCD;24322;9;67402;Cour Criminelle Départementale de la Dordogne;19 BIS COURS MONTAIGNE;;24000;PERIGUEUX;;0.723136;45.186244;05 53 02 77 00;
CDAD;24322;9;59021;Conseil départemental d'accès au droit de Dordogne;19 BIS BOULEVARD MONTAIGNE;;24000;PERIGUEUX;;0.720284;45.18581;0553027700;cdad-dordogne@wanadoo.fr
CPH;24322;1;999;Conseil de Prud'hommes de Périgueux;5 RUE MALEVILLE;;24000;PERIGUEUX;;0.720719;45.181838;0553027700;cph-perigueux@justice.fr
TBRTJ;24322;9;63509;Tribunal Paritaire des Baux Ruraux de Périgueux;12 BIS PLACE DU GENERAL LECLERC;;24000;PERIGUEUX;;0.719809;45.186476;0553027700;
TCO;24322;1;289;Tribunal de Commerce de Périgueux;3 PLACE YVES GUENA;;24000;PERIGUEUX;;0.721458;45.187416;0553456000;
TE;24037;1;2365;Tribunal pour Enfants de Bergerac;6 RUE DES CARMES;;24100;BERGERAC;;0.486719;44.853418;0553744000;
TGI;24037;1;78;Tribunal judiciaire de Bergerac;RUE DU PALAIS ;;24100;BERGERAC;;44.85282;0.48565;0553744000;accueil-bergerac@justice.fr
CPH;24037;1;998;Conseil de Prud'hommes de Bergerac;6 RUE DES CARMES;;24100;BERGERAC;;0.486719;44.853418;05 53 57 68 56;cph-bergerac@justice.fr
TBRTJ;24037;9;63507;Tribunal Paritaire des Baux Ruraux de Bergerac;6 BIS RUE DES CARMES;;24100;BERGERAC;;0.486956;44.853608;0553570615;
TCO;24037;1;288;Tribunal de Commerce de Bergerac;6/8 RUE DU PROFESSSEUR TESTUT;;24100;BERGERAC;;6.15293;47.61937;0553635800;
TBRTJ;24520;9;63511;Tribunal Paritaire des Baux Ruraux de Sarlat-la-Canéda;PLACE DE LA GRANDE RIGAUDIE;;24200;SARLAT LA CANEDA;;1.215458;44.891418;0524101000;
TPRX;24520;9;63060;Tribunal de proximité de Sarlat-la-Canéda;PLACE DE LA GRANDE RIGAUDIE;;24200;SARLAT LA CANEDA;;1.215458;44.891418;0524101000;accueil-sarlat@justice.fr
TE;25056;1;2381;Tribunal pour Enfants de Besançon;1 RUE MEGEVAND;;25000;BESANCON;;6.022476;47.236676;0381616000;
TGI;25056;1;80;Tribunal judiciaire de Besançon;1 RUE MEGEVAND;;25000;BESANCON;;6.022476;47.236676;0381651300;tj1-besancon@justice.fr
CA;25056;1;6;Cour d'Appel de Besançon;1 RUE MEGEVAND;;25000;BESANCON;;6.022476;47.236676;0381651300;ca-besancon@justice.fr
CASS;25056;1;1918;Cour d'Assises du Doubs;1 RUE MEGEVAND;;25000;BESANCON;;6.022476;47.236676;0381651300;
CCD;25056;9;67403;Cour Criminelle Départementale du Doubs;1 RUE MEGEVAND;;25000;BESANCON;;6.022476;47.236676;03 81 65 13 00;
CDAD;25056;9;58962;Conseil départemental d'accès au droit du Doubs;1 RUE MEGEVAND;;25000;BESANCON;;6.022476;47.236676;0769159312;
CPH;25056;1;1000;Conseil de Prud'hommes de Besançon;1 TER RUE DELAVELLE;;25000;BESANCON;;6.028185;47.243166;0381803932;cph-besancon@justice.fr
TA;25056;9;3921;Tribunal Administratif de Besançon;30 RUE CHARLES NODIER;;25000;BESANCON;;6.025384;47.231889;0381826000;greffe.ta-besancon@juradm.fr
TBRTJ;25056;9;63448;Tribunal Paritaire des Baux Ruraux de Besançon;1 RUE MEGEVAND;;25000;BESANCON;;6.022476;47.236676;0381651300;
TCO;25056;1;291;Tribunal de Commerce de Besançon;1 RUE MEGEVAND;;25000;BESANCON;;6.022476;47.236676;0381836090;
TE;25388;1;2389;Tribunal pour Enfants de Montbéliard;RUE WOLFGANG AMADEUS MOZART;;25200;MONTBELIARD;;6.799474;47.500306;0381907000;
TGI;25388;1;81;Tribunal judiciaire de Montbéliard;RUE WOLFGANG AMADEUS MOZART;;25200;MONTBELIARD;;6.799474;47.500306;0381907000;accueil-montbeliard@justice.fr
CPH;25388;1;1001;Conseil de Prud'hommes de Montbéliard;RUE WOLFGANG AMADEUS MOZART;;25200;MONTBELIARD;;6.799474;47.500306;0381907000;cph-montbeliard@justice.fr
TBRTJ;25388;9;63450;Tribunal Paritaire des Baux Ruraux de Montbéliard;RUE WOLFGANG AMADEUS MOZART;;25200;MONTBELIARD;;6.799474;47.500306;0381907000;
TBRTJ;25462;9;63452;Tribunal Paritaire des Baux Ruraux de Pontarlier;1 PLACE VILLINGEN SCHWENNINGEN;;25300;PONTARLIER;;6.353713;46.901341;0381386300;
TPRX;25462;9;63049;Tribunal de proximité de Pontarlier;1 PLACE VILLINGEN SCHWENNINGEN;;25300;PONTARLIER;;6.353713;46.901341;0381386300;accueil-pontarlier@justice.fr
TGI;26362;1;82;Tribunal judiciaire de Valence;2 PLACE SIMONE VEIL;;26000;VALENCE;;4.891294;44.933467;0475754949;accueil.tj-valence@justice.fr
TE;26362;1;2399;Tribunal pour Enfants de Valence;PLACE DU PALAIS DE JUSTICE;;26000;VALENCE;;4.892378;44.931547;0475754949;
CASS;26362;9;2220;Cour d'Assises de la Drôme;PLACE DU PALAIS DE JUSTICE;;26000;VALENCE;;4.892378;44.931547;0475754949;
CCD;26362;9;67404;Cour Criminelle Départementale de la Drôme;PLACE DU PALAIS DE JUSTICE;;26000;VALENCE;;4.892378;44.931547;04 75 75 49 49;
CDAD;26362;9;59040;Conseil départemental d'accès au droit de la Drôme;2 PLACE DU PALAIS;;26000;VALENCE;;4.892187;44.931592;0475754930;cdad26@gmail.com
CPH;26362;1;1004;Conseil de Prud'hommes de Valence;7 AVENUE DE VERDUN;;26000;VALENCE;;4.897285;44.937838;0475430985;cph-valence@justice.fr
TBRTJ;26362;9;63568;Tribunal Paritaire des Baux Ruraux de Valence;2 PLACE DU PALAIS;;26000;VALENCE;;4.892187;44.931592;0475759777;
TBRTJ;26281;9;63566;Tribunal Paritaire des Baux Ruraux de Romans-sur-Isère;PLACE JULES NADI;;26100;ROMANS SUR ISERE;;5.051969;45.044178;0475020917;
TCO;26281;1;293;Tribunal de Commerce de Romans-sur-Isère;2-4 RUE SABATON;;26100;ROMANS SUR ISERE;;5.05131;45.042472;0475711848;
TPRX;26281;9;63056;Tribunal de proximité de Romans-sur-Isère;PLACE JULES NADI;;26100;ROMANS SUR ISERE;;5.051652;45.044613;0475020917;tprx-romans-sur-isere@justice.fr
CPH;26198;1;1002;Conseil de Prud'hommes de Montélimar;PLACE EMILE LOUBET;;26200;MONTELIMAR;;4.749479;44.557095;0475006640;cph-montelimar@justice.fr
TBRTJ;26198;9;63564;Tribunal Paritaire des Baux Ruraux de Montélimar;PLACE EMILE LOUBET;;26200;MONTELIMAR;;4.749479;44.557095;0475007820;
TPRX;26198;9;63032;Tribunal de proximité de Montélimar;PLACE EMILE LOUBET;;26200;MONTELIMAR;;4.749479;44.557095;0475007820;tprx-montelimar@justice.fr
TE;27229;1;2413;Tribunal pour Enfants d'Evreux;30 RUE JOSEPHINE;;27000;EVREUX;;1.143814;49.023778;0232295500;
TGI;27229;1;84;Tribunal judiciaire d'Evreux;30 RUE JOSEPHINE;;27000;EVREUX;;1.143814;49.023778;0232295500;tj-evreux@justice.fr
CASS;27229;9;2219;Cour d'Assises de l'Eure;30 RUE JOSEPHINE;;27000;EVREUX;;1.143814;49.023778;0232295500;
CCD;27229;9;67406;Cour Criminelle Départementale de l'Eure;30 RUE JOSEPHINE;;27000;EVREUX;;1.143814;49.023778;02 32 29 55 00;
CDAD;27229;9;58985;Conseil départemental d'accès au droit de l'Eure;30 RUE JOSEPHINE;;27000;EVREUX;;1.143814;49.023778;0232295598;cdad-eure@justice.fr
CPH;27229;1;1006;Conseil de Prud'hommes d'Evreux;7 RUE DE LA PETITE CITE;;27000;EVREUX;;1.149696;49.025202;0232070295;cph-evreux@justice.fr
TBRTJ;27229;9;63765;Tribunal Paritaire des Baux Ruraux d'Evreux;4 BIS RUE DE VERDUN;;27000;EVREUX;;1.146266;49.023855;0232295640;
TCO;27229;1;295;Tribunal de Commerce d'Evreux;7 RUE DE LA PETITE CITE;;27000;EVREUX;;1.149696;49.025202;0232223720;contact@greffe-tc-evreux.fr
CPH;27056;1;1005;Conseil de Prud'hommes de Bernay;PLACE GUSTAVE HEON;;27300;BERNAY;;0.597734;49.089424;0232434196;cph-bernay@justice.fr
TBRTJ;27056;9;63763;Tribunal Paritaire des Baux Ruraux de Bernay;PLACE GUSTAVE HEON;;27300;BERNAY;;0.597734;49.089424;0232475220;
TCO;27056;9;37488;Tribunal de commerce de Bernay;19 BOULEVARD DUBUS;;27300;BERNAY;;0.596881;49.087569;0232447827;
TPRX;27056;9;62972;Tribunal de proximité de Bernay;PLACE GUSTAVE HEON;;27300;BERNAY;;0.597734;49.089424;0232475220;tprx-bernay@justice.fr
CPH;27375;1;1007;Conseil de Prud'hommes de Louviers;11 RUE DES PENITENTS;;27400;LOUVIERS;;1.172566;49.212801;0232402086;cph-louviers@justice.fr
TBRTJ;27375;9;66295;Tribunal Paritaire des Baux Ruraux de Louviers;11 RUE DES PENITENTS;;27400;LOUVIERS;;1.172566;49.212801;0232402086;accueil.tprx-louviers@justice.fr
TPRX;27375;9;65406;Tribunal de proximité de Louviers;11 RUE DES PENITENTS;;27400;LOUVIERS;;1.172566;49.212801;0232402086;tprx-louviers@justice.fr
TGI;28085;1;85;Tribunal judiciaire de Chartres;3 RUE SAINT-JACQUES;;28000;CHARTRES;;1.48612;48.450068;0237187700;tj1-chartres@justice.fr
TE;28085;1;2422;Tribunal pour Enfants de Chartres;6 RUE DU PALAIS DE JUSTICE;;28000;CHARTRES;;1.486687;48.449142;0237187754;
CASS;28085;9;2217;Cour d'Assises de l'Eure-et-Loir;3 RUE SAINT-JACQUES;;28000;CHARTRES;;1.48612;48.450068;0237187700;
CCD;28085;9;67407;Cour Criminelle Départementale de l'Eure-et-Loir;3 RUE SAINT-JACQUES;;28000;CHARTRES;;1.48612;48.450068;02 37 18 77 00;
CDAD;28085;9;58975;Conseil départemental d'accès au droit de l'Eure-et-Loir;3 RUE SAINT-JACQUES;;28000;CHARTRES;;1.48612;48.450068;0237187771;
CPH;28085;1;1009;Conseil de Prud'hommes de Chartres;82 AVENUE DU MARECHAL MAUNOURY;;28000;CHARTRES;;1.479665;48.436612;0237365784;accueil.cph-chartres@justice.fr
TBRTJ;28085;9;63773;Tribunal Paritaire des Baux Ruraux de Chartres;5 RUE MATHURIN REGNIER;;28000;CHARTRES;;1.487463;48.443304;0237182820;
TCO;28085;1;298;Tribunal de Commerce de Chartres;22 BOULEVARD CHASLES;;28000;CHARTRES;;1.484527;48.442704;0237840025;
CPH;28134;1;1011;Conseil de Prud'hommes de Dreux;2 PLACE ANATOLE FRANCE;;28100;DREUX;;1.363997;48.736259;0237464362;cph-dreux@justice.fr
TBRTJ;28134;9;63775;Tribunal Paritaire des Baux Ruraux de Dreux;2 PLACE ANATOLE FRANCE;;28100;DREUX;;1.363997;48.736259;0237380850;
TPRX;28134;9;62995;Tribunal de proximité de Dreux;2 PLACE ANATOLE FRANCE;;28100;DREUX;;1.363997;48.736259;0237380850;tprx-dreux@justice.fr
CPH;28088;1;1010;Conseil de Prud'hommes de Châteaudun;PLACE CAP DE LA MADELEINE;;28200;CHATEAUDUN;;1.344723;48.07482;;cph-chateaudun@justice.fr
TE;29232;1;2443;Tribunal pour Enfants de Quimper;48 A QUAI DE L'ODET;;29000;QUIMPER;;-4.109357;47.992522;0298828806;
TGI;29232;1;88;Tribunal judiciaire de Quimper;48 A QUAI DE L'ODET;;29000;QUIMPER;;-4.109357;47.992522;0298828800;tj-quimper@justice.fr
CASS;29232;9;2218;Cour d'Assises du Finistère;48 A QUAI DE L'ODET;;29000;QUIMPER;;-4.109357;47.992522;0298828800;
CCD;29232;9;67408;Cour Criminelle Départementale du Finistère;48 A QUAI DE L'ODET;;29000;QUIMPER;;-4.109357;47.992522;02 98 82 88 00;
CDAD;29232;9;59026;Conseil départemental d'accès au droit du Finistère;48 A QUAI DE L'ODET;;29000;QUIMPER;;-4.109357;47.992522;0290948012;cdad-finistere@justice.fr
CPH;29232;1;1015;Conseil de Prud'hommes de Quimper;48 A QUAI DE L'ODET;;29000;QUIMPER;;-4.109357;47.992522;0298828800;cph-quimper@justice.fr
TBRTJ;29232;9;63545;Tribunal Paritaire des Baux Ruraux de Quimper;48 A QUAI DE L'ODET;;29000;QUIMPER;;-4.109357;47.992522;0298828800;
TCO;29232;1;302;Tribunal de Commerce de Quimper;23 RUE PALAIS;;29000;QUIMPER;;-4.109719;47.993692;0298554247;
TE;29019;1;2429;Tribunal pour Enfants de Brest;32 RUE DE DENVER;;29200;BREST;;-4.485484;48.384433;0298337800;
TGI;29019;1;86;Tribunal judiciaire de Brest;32 RUE DE DENVER;;29200;BREST;;-4.485484;48.384433;0298337800;tj1-brest@justice.fr
CPH;29019;1;1013;Conseil de Prud'hommes de Brest;150 RUE ERNEST HEMINGWAY;;29200;BREST;;-4.478074;48.385528;0298207510;cph-brest@justice.fr
TBRTJ;29019;9;63541;Tribunal Paritaire des Baux Ruraux de Brest;150 RUE ERNEST HEMINGWAY;;29200;BREST;;-4.478074;48.385528;0298207510;
TCO;29019;1;300;Tribunal de Commerce de Brest;150 RUE ERNEST HEMINGWAY;;29200;BREST;;-4.478074;48.385528;0298433131;gtcbrest@greffe-tc.net
CPH;29151;1;1014;Conseil de Prud'hommes de Morlaix;6 ALLEE DU POAN BEN;;29600;MORLAIX;;-3.823123;48.576512;0298880347;cph-morlaix@justice.fr
TBRTJ;29151;9;63543;Tribunal Paritaire des Baux Ruraux de Morlaix;6 ALLEE DU POAN BEN;;29600;MORLAIX;;-3.823123;48.576512;0298880347;
TPRX;29151;9;63036;Tribunal de proximité de Morlaix;6 ALLEE DU POAN BEN;;29600;MORLAIX;;-3.823123;48.576512;0298880347;tprx-morlaix@justice.fr
TE;30189;1;2455;Tribunal pour Enfants de Nîmes;BOULEVARD DES ARENES;;30000;NIMES;;4.359208;43.835382;0466764700;
TGI;30189;1;90;Tribunal judiciaire de Nîmes;BOULEVARD DES ARENES;;30000;NIMES;;4.359208;43.835382;0466764700;accueil-nimes@justice.fr
CA;30189;1;7;Cour d'Appel de Nîmes;BOULEVARD DE LA LIBERATION;;30000;NIMES;;4.361769;43.835373;0466764646;
CASS;30189;1;1923;Cour d'Assises du Gard;BOULEVARD DE LA LIBERATION;;30000;NIMES;;4.361769;43.835373;0466764646;
CCD;30189;9;67409;Cour Criminelle Départementale du Gard;BOULEVARD DE LA LIBERATION;;30000;NIMES;;4.361769;43.835373;04 66 76 46 46;
CDAD;30189;9;59016;Conseil départemental d'accès au droit du Gard;BOULEVARD DES ARENES;;30000;NIMES;;4.359208;43.835382;0466764890;cdad.gard@justice.fr
CPH;30189;1;1017;Conseil de Prud'hommes de Nîmes;46 RUE PORTE DE FRANCE;;30000;NIMES;;4.356702;43.834712;0466406700;cph-nimes@justice.fr
TA;30189;9;36489;Tribunal Administratif de Nimes;16 AVENUE FEUCHERES;;30000;NIMES;;4.3652;43.832568;0466273700;greffe.ta-nimes@juradm.fr
TBRTJ;30189;9;63470;Tribunal Paritaire des Baux Ruraux de Nîmes;5 AVENUE FEUCHERES;;30000;NIMES;;4.364513;43.833575;0466363900;
TCO;30189;1;304;Tribunal de Commerce de Nîmes;12 RUE CITE FOULC;;30000;NIMES;;4.360417;43.832839;0466760351;
TGI;30007;1;89;Tribunal judiciaire d'Alès;3 PLACE HENRI BARBUSSE;;30100;ALES;;4.080712;44.124409;0466562250;accueil-ales@justice.fr
CPH;30007;1;1016;Conseil de Prud'hommes d'Alès;3 PLACE HENRI BARBUSSE;;30100;ALES;;4.080712;44.124409;0466543120;cph-ales@justice.fr
TBRTJ;30007;9;63468;Tribunal Paritaire des Baux Ruraux d'Alès;3 PLACE HENRI BARBUSSE;;30100;ALES;;4.080712;44.124409;0466562750;
TE;44184;1;2635;Tribunal pour Enfants de Saint-Nazaire;77 RUE ALBERT DE MUN;;30200;ST NAZAIRE;;-2.21478;47.27884;0272273030;
TGI;44184;1;115;Tribunal judiciaire de Saint-Nazaire;77 RUE ALBERT DE MUN;;30200;ST NAZAIRE;;-2.21478;47.27884;0272273030;tj-st-nazaire@justice.fr
CPH;44184;1;1056;Conseil de Prud'hommes de Saint-Nazaire;7 RUE DU PALAIS;;30200;ST NAZAIRE;;-2.214436;47.278167;0272273140;cph-st-nazaire@justice.fr
TBRTJ;44184;9;63555;Tribunal Paritaire des Baux Ruraux de Saint-Nazaire;54 RUE DE LA PAIX ET DES ARTS;;30200;ST NAZAIRE;;-2.21521;47.27792;0272273131;
TCO;44184;1;336;Tribunal de Commerce de Saint-Nazaire;77 RUE ALBERT DE MUN;;30200;ST NAZAIRE;;-2.21478;47.27884;0240225232;gtc.saint.nazaire@wanadoo.fr
TBRTJ;30334;9;63472;Tribunal Paritaire des Baux Ruraux d'Uzès;PLACE DE L'EVECHE;;30700;UZES;;4.421896;44.012128;0466221212;
TPRX;30334;9;63072;Tribunal de proximité d'Uzès;PLACE DE L'EVECHE;;30700;UZES;;4.421896;44.012128;0466221212;tprx-uzes@justice.fr
TE;31555;1;2467;Tribunal pour Enfants de Toulouse;2 ALLEE JULES GUESDE;;31000;TOULOUSE;;1.447969;43.594266;0561337515;
TGI;31555;1;92;Tribunal judiciaire de Toulouse;2 ALLEE JULES GUESDE;;31000;TOULOUSE;;1.447969;43.594266;0561337070;accueil1.tj-toulouse@justice.fr
CA;31555;1;8;Cour d'Appel de Toulouse;10 PLACE DU SALIN;;31000;TOULOUSE;;1.444874;43.594208;0561337001;
CAA;31555;9;72540;Cour Administrative d'Appel de Toulouse;3 RUE MONTOULIEU ST JACQUES;;31000;TOULOUSE;;1.45084;43.59754;0532985000;greffe.caa-toulouse@juradm.fr
CASS;31555;1;1928;Cour d'Assises de la Haute-Garonne;10 PLACE DU SALIN;;31000;TOULOUSE;;1.444874;43.594208;0561337474;
CCD;31555;9;64179;Cour Criminelle Départementale de la Haute-Garonne;10 PLACE DU SALIN;;31000;TOULOUSE;;1.444874;43.594208;0561337474;
CDAD;31555;9;59036;Conseil départemental d'accès au droit de la Haute Garonne;2 ALLEE JULES GUESDE;;31000;TOULOUSE;;1.447969;43.594266;0561337088;Cdad-haute-garonne@justice.fr
CPH;31555;1;1019;Conseil de Prud'hommes de Toulouse;6 RUE ANTOINE DEVILLE;;31000;TOULOUSE;;1.439252;43.60587;0562305570;cph-toulouse@justice.fr
TA;31555;9;3922;Tribunal Administratif de Toulouse;68 RUE RAYMOND IV;;31000;TOULOUSE;;1.451532;43.612311;0562735757;greffe.ta-toulouse@juradm.fr
TBRTJ;31555;9;63493;Tribunal Paritaire des Baux Ruraux de Toulouse;40 AVENUE CAMILLE PUJOL;;31000;TOULOUSE;;1.460843;43.601078;0534317979;
TCO;31555;1;306;Tribunal de Commerce de Toulouse;PLACE DE LA BOURSE;;31000;TOULOUSE;;1.442143;43.601324;0561233816;
TBRTJ;31395;9;63489;Tribunal Paritaire des Baux Ruraux de Muret;58 RUE CLEMENT ADER;;31600;MURET;;1.326202;43.46099;0561519650;
TPRX;31395;9;63037;Tribunal de proximité de Muret;58 RUE CLEMENT ADER;;31600;MURET;;1.326202;43.46099;0561519650;tprx-muret@justice.fr
TGI;31483;9;48313;Tribunal judiciaire de St Gaudens;PLACE DU PALAIS;;31800;ST GAUDENS;;0.721841;43.107855;0561898050;accueil.tj-st-gaudens@justice.fr
CPH;31483;1;1018;Conseil de Prud'hommes de Saint-Gaudens;PLACE DU PALAIS;;31800;ST GAUDENS;;0.721841;43.107855;0561897044;cph-st-gaudens@justice.fr
TBRTJ;31483;9;63491;Tribunal Paritaire des Baux Ruraux de Saint-Gaudens;PLACE DU PALAIS;;31800;ST GAUDENS;;0.721841;43.107855;0562008340;
TGI;32013;1;93;Tribunal judiciaire d'Auch;ALLEE D'ETIGNY;;32000;AUCH;;0.582515;43.645682;0562616700;tj-auch@justice.fr
TE;32013;1;2476;Tribunal pour Enfants d'Auch;RUE VICTOR HUGO;;32000;AUCH;;0.573859;43.652478;0562616700;
CASS;32013;9;2216;Cour d'Assises du Gers;ALLEE D'ETIGNY;;32000;AUCH;;0.582272;43.647996;0562616700;
CCD;32013;9;67410;Cour Criminelle Départementale du Gers;ALLEE D'ETIGNY;;32000;AUCH;;0.582272;43.647996;05 62 61 67 00;
CDAD;32013;9;58945;Conseil départemental d'accès au droit du Gers;ALLEE D'ETIGNY;;32000;AUCH;;0.586702;43.646364;0562616727;cdad-gers@justice.fr
CPH;32013;1;1020;Conseil de Prud'hommes d'Auch;PLACE MARECHAL LANNES;;32000;AUCH;;0.585115;43.637001;0562708700;cph-auch@justice.fr
TBRTJ;32013;9;63584;Tribunal Paritaire des Baux Ruraux d'Auch;4 PLACE DU MARECHAL LANNES;;32000;AUCH;;0.584452;43.636855;0562676699;
TCO;32013;1;307;Tribunal de Commerce d'Auch;4 PLACE DU MARECHAL LANNES;;32000;AUCH;;0.584452;43.636855;0562050224;
